22410,25119,32270,28228,28050,32604,28359,28074,-15425,32725,21104,32321,9914,13057,1484,26527,19523,24942,27457,-8373,-478,522,-8836,-12948,31595,32352,32192,15101,24533,18489,29287,31373,-23905,21042,5689,16639,-16938,3267,16415,-16899,-28909,-1675,25066,5392,31232,30054,-32734,19236,-26317,21251,-17884,31679,32764,32763,31554,30101,-8685,-5200,6115,29080,-21721,-27053,14696,9457,
-15404,19365,5393,32760,27439,31931,32483,2768,30179,32730,10580,25639,32558,32547,29250,11257,18341,-7841,30738,22647,22262,27512,26182,31325,30965,30517,9197,32383,17994,20967,32667,-24639,-28921,-26433,-32321,-691,17911,-7354,4311,32650,12764,-1563,31012,20405,-3701,-3799,-14770,-30773,27153,-31815,11352,-23681,24044,-17799,19703,-9616,-10717,11933,-31450,5006,27385,25181,2562,21601,
22061,30166,32447,-8960,14054,31789,-27715,24210,27633,26066,22913,23436,29444,32512,16637,24433,31030,30198,16266,30571,24441,8594,-22832,-13906,32707,30804,31533,-12034,31742,32623,9568,30883,-24228,12794,-4574,-31519,29600,7946,-17481,-22082,-17610,-19856,23424,22901,14379,-4086,-28230,-21834,10527,-12720,-28445,11794,-21825,-31620,-23503,29670,-1984,-11173,-8909,-30478,8132,-3074,31339,-10953,
31006,22803,31860,-24963,32492,31803,10462,25307,1787,24005,21385,31473,25749,32733,31811,7841,30925,12009,32413,31992,5739,30436,-7811,22841,31754,32584,11230,14206,29098,24361,-9340,10898,10599,-23531,-7657,-21226,4238,-7892,31052,20815,32719,-22304,-24827,9120,20265,-1500,-7861,-31815,10833,-30487,4809,-7088,32261,12138,-31823,23494,8086,3466,30783,29528,15066,-21914,31408,-30902,
32650,25589,17202,26555,32250,12041,29670,31789,29110,20153,14963,31691,19913,20777,32731,28426,17004,-31169,32507,21299,-2209,30587,32541,25902,29883,27176,9739,27417,31075,10067,28607,4223,2770,20467,27889,19197,5800,30475,-13907,7949,-15043,-25837,29151,-8329,26023,-25338,1539,-16299,-28010,10110,4120,24901,-32693,-11753,3848,-20070,13443,-18307,-31287,-17944,10393,-31183,-15980,-32494,
31601,16487,25021,30607,10659,22562,30162,32410,32189,29189,26050,32680,-9447,32650,31499,9329,5873,29374,5792,31670,-3258,31568,31475,27217,1313,29328,2222,27080,31957,16022,9043,22070,-8663,28318,21157,-11700,30985,23763,12804,4825,-6132,14890,-19877,2398,-31376,-2777,-9030,31411,32237,14521,32251,-8409,-32605,-8784,9111,-18247,-32741,-14613,-32692,-18449,-7243,-28583,31495,-24220,
24489,21586,12113,13668,29176,23626,-12232,-19732,27046,30420,28207,23662,32563,31295,26963,31710,3994,-11539,13842,16066,-6945,28502,23270,24256,27268,30111,24459,32619,30312,27937,14381,887,21771,-24652,30446,-29781,14914,22705,30399,-26160,18499,-12180,-16675,22667,-3651,9712,-18619,-8257,-32523,-30668,-29700,28558,32023,-16165,-23070,22031,18170,12923,21805,-3113,12445,17124,-29443,-32755,
28423,20901,25838,6697,32433,32758,26379,27005,27663,26203,3328,32722,31814,281,17483,31187,-12298,15939,26655,32038,31407,14580,32595,23561,23842,27172,32763,32718,32284,17558,27170,30545,16305,-25236,-20151,32076,4670,-798,-19439,18558,-17563,-19674,-32598,1731,-7848,-32766,27713,-10054,30372,28629,19058,6875,9345,29345,3361,22773,-22478,18313,-517,-1793,5610,27666,-18316,-11863,
32468,32241,27111,28700,21321,32314,30914,12629,31790,29791,12550,32042,24563,-25821,26876,10834,6919,-24255,23807,29602,19878,23938,-28699,22249,32648,26284,7486,4433,31837,20427,16311,25886,-4417,5851,-18404,-15812,-24882,-5434,10863,-30236,-7941,-13646,-30269,-6854,21688,20174,-18746,30925,-32029,22032,-22515,-14051,26049,22375,-15814,-24056,2799,19567,31901,32466,7753,25621,28419,-20090,
24928,30373,20485,-15782,32108,21737,18965,22658,24167,-6065,11752,-23626,29266,14951,-21897,2948,11443,18858,32286,25706,8384,28442,25918,-3370,32251,2465,32380,14558,18766,28520,15512,12614,-21268,12296,-25575,28716,-6541,24520,-26721,-23671,22128,32201,-30587,22705,14738,29158,24376,32635,30704,-26797,-5598,-20319,-31677,-16271,-20049,32594,5795,-32675,-5024,29356,-26861,-16133,-28863,30242,
20875,31781,27969,26223,15668,10859,28242,20191,31017,21726,32703,26947,7576,13322,5271,31138,31348,1796,32547,-18180,32427,23163,32670,-19352,31602,31513,23876,22039,31578,9270,32681,28237,25257,7978,17072,19648,-28779,-30916,-16615,25807,-10565,-24529,-2048,-18643,-31880,-29937,-32341,10205,-9538,32718,-3798,-27261,4713,-23177,-2527,-26443,8661,-8979,22442,24248,-8749,-31429,-2373,16624,
23669,25067,32454,16272,19021,-8812,28614,474,23747,14430,32349,17385,23426,30664,20176,4694,11936,19608,28600,32580,27940,26472,-27644,26601,-11049,29048,9198,4530,27383,32711,31553,28400,-22660,21104,4524,28441,26681,31560,15966,-32764,22578,-29419,5218,-27775,22911,11550,25819,32430,-30516,-26253,15991,-3499,17119,19312,-17593,19133,-30848,15163,31450,-32453,17996,1923,8840,-16345,
